paper_id,title,year,doi,provider,provider_id,source_rank,source_query,source_query_reason,retrieval_query_id,retrieval_logical_query_id,retrieval_phase,retrieval_tier,requires_title_screening,local_relevance_tier,screening_decision,screening_confidence,screening_reason,title_anchor_present,title_relevance_tier,title_matched_main_topics,title_matched_secondary_topics,title_missing_main_topics,screening_status,needs_manual_review,llm_error_type,llm_error_message
10_1111_jon_13063,"Functional magnetic resonance imaging, deep learning, and Alzheimer's disease: A systematic review",2022,10.1111/jon.13063,openalex,https://openalex.org/W4306742555,16,"(""Alzheimer's disease"" OR Alzheimer's OR ""Alzheimer disease"" OR ""prodromal Alzheimer's disease"" OR ""preclinical Alzheimer's disease"" OR ""dementia due to Alzheimer's disease"") AND (""artificial intelligence"" OR AI OR ""machine learning"" OR ""deep learning"" OR ""neural network"" OR ""natural language processing"" OR ""computer vision"" OR ""computational intelligence"")",Tier 0: anchor and all main topics.,tier_0_all_main,tier_0_all_main,field_relaxed,0,false,0,include,high,Deterministic title-strict tier-0 retrieval match: anchor and all main topics matched in the title.,yes,0,alzheimers_disease; artificial_intelligence,,,deterministic_include,no,,
10_3390_brainsci10020084,A Deep Siamese Convolution Neural Network for Multi-Class Classification of Alzheimer Disease,2020,10.3390/brainsci10020084,openalex,https://openalex.org/W3005273529,17,"(""Alzheimer's disease"" OR Alzheimer's OR ""Alzheimer disease"" OR ""prodromal Alzheimer's disease"" OR ""preclinical Alzheimer's disease"" OR ""dementia due to Alzheimer's disease"") AND (""artificial intelligence"" OR AI OR ""machine learning"" OR ""deep learning"" OR ""neural network"" OR ""natural language processing"" OR ""computer vision"" OR ""computational intelligence"")",Tier 0: anchor and all main topics.,tier_0_all_main,tier_0_all_main,field_relaxed,0,false,0,include,high,Deterministic title-strict tier-0 retrieval match: anchor and all main topics matched in the title.,yes,0,alzheimers_disease; artificial_intelligence,,,deterministic_include,no,,
10_1016_j_measen_2022_100506,A deep learning based convolutional neural network model with VGG16 feature extractor for the detection of Alzheimer Disease using MRI scans,2022,10.1016/j.measen.2022.100506,openalex,https://openalex.org/W4302028668,18,"(""Alzheimer's disease"" OR Alzheimer's OR ""Alzheimer disease"" OR ""prodromal Alzheimer's disease"" OR ""preclinical Alzheimer's disease"" OR ""dementia due to Alzheimer's disease"") AND (""artificial intelligence"" OR AI OR ""machine learning"" OR ""deep learning"" OR ""neural network"" OR ""natural language processing"" OR ""computer vision"" OR ""computational intelligence"")",Tier 0: anchor and all main topics.,tier_0_all_main,tier_0_all_main,field_relaxed,0,false,0,include,high,Deterministic title-strict tier-0 retrieval match: anchor and all main topics matched in the title.,yes,0,alzheimers_disease; artificial_intelligence,,,deterministic_include,no,,
10_1186_s41983_022_00571_w,Early prediction of Alzheimer's disease using convolutional neural network: a review,2022,10.1186/s41983-022-00571-w,openalex,https://openalex.org/W4309179914,19,"(""Alzheimer's disease"" OR Alzheimer's OR ""Alzheimer disease"" OR ""prodromal Alzheimer's disease"" OR ""preclinical Alzheimer's disease"" OR ""dementia due to Alzheimer's disease"") AND (""artificial intelligence"" OR AI OR ""machine learning"" OR ""deep learning"" OR ""neural network"" OR ""natural language processing"" OR ""computer vision"" OR ""computational intelligence"")",Tier 0: anchor and all main topics.,tier_0_all_main,tier_0_all_main,field_relaxed,0,false,0,include,high,Deterministic title-strict tier-0 retrieval match: anchor and all main topics matched in the title.,yes,0,alzheimers_disease; artificial_intelligence,,,deterministic_include,no,,
10_1038_s41598_020_80312_2,Modular machine learning for Alzheimer's disease classification from retinal vasculature,2021,10.1038/s41598-020-80312-2,openalex,https://openalex.org/W3120564489,21,"(""Alzheimer's disease"" OR Alzheimer's OR ""Alzheimer disease"" OR ""prodromal Alzheimer's disease"" OR ""preclinical Alzheimer's disease"" OR ""dementia due to Alzheimer's disease"") AND (""artificial intelligence"" OR AI OR ""machine learning"" OR ""deep learning"" OR ""neural network"" OR ""natural language processing"" OR ""computer vision"" OR ""computational intelligence"")",Tier 0: anchor and all main topics.,tier_0_all_main,tier_0_all_main,field_relaxed,0,false,0,include,high,Deterministic title-strict tier-0 retrieval match: anchor and all main topics matched in the title.,yes,0,alzheimers_disease; artificial_intelligence,,,deterministic_include,no,,
10_1038_s41598_020_79243_9,Identification of Alzheimer's disease using a convolutional neural network model based on T1-weighted magnetic resonance imaging,2020,10.1038/s41598-020-79243-9,openalex,https://openalex.org/W3110796009,24,"(""Alzheimer's disease"" OR Alzheimer's OR ""Alzheimer disease"" OR ""prodromal Alzheimer's disease"" OR ""preclinical Alzheimer's disease"" OR ""dementia due to Alzheimer's disease"") AND (""artificial intelligence"" OR AI OR ""machine learning"" OR ""deep learning"" OR ""neural network"" OR ""natural language processing"" OR ""computer vision"" OR ""computational intelligence"")",Tier 0: anchor and all main topics.,tier_0_all_main,tier_0_all_main,field_relaxed,0,false,0,include,high,Deterministic title-strict tier-0 retrieval match: anchor and all main topics matched in the title.,yes,0,alzheimers_disease; artificial_intelligence,,,deterministic_include,no,,
10_1016_j_ijcce_2021_12_002,A review of the application of deep learning in the detection of Alzheimer's disease,2021,10.1016/j.ijcce.2021.12.002,openalex,https://openalex.org/W4200576184,25,"(""Alzheimer's disease"" OR Alzheimer's OR ""Alzheimer disease"" OR ""prodromal Alzheimer's disease"" OR ""preclinical Alzheimer's disease"" OR ""dementia due to Alzheimer's disease"") AND (""artificial intelligence"" OR AI OR ""machine learning"" OR ""deep learning"" OR ""neural network"" OR ""natural language processing"" OR ""computer vision"" OR ""computational intelligence"")",Tier 0: anchor and all main topics.,tier_0_all_main,tier_0_all_main,field_relaxed,0,false,0,include,high,Deterministic title-strict tier-0 retrieval match: anchor and all main topics matched in the title.,yes,0,alzheimers_disease; artificial_intelligence,,,deterministic_include,no,,
10_1016_j_nicl_2021_102712,Cross-cohort generalizability of deep and conventional machine learning for MRI-based diagnosis and prediction of Alzheimer's disease,2021,10.1016/j.nicl.2021.102712,openalex,https://openalex.org/W3167864582,27,"(""Alzheimer's disease"" OR Alzheimer's OR ""Alzheimer disease"" OR ""prodromal Alzheimer's disease"" OR ""preclinical Alzheimer's disease"" OR ""dementia due to Alzheimer's disease"") AND (""artificial intelligence"" OR AI OR ""machine learning"" OR ""deep learning"" OR ""neural network"" OR ""natural language processing"" OR ""computer vision"" OR ""computational intelligence"")",Tier 0: anchor and all main topics.,tier_0_all_main,tier_0_all_main,field_relaxed,0,false,0,include,high,Deterministic title-strict tier-0 retrieval match: anchor and all main topics matched in the title.,yes,0,alzheimers_disease; artificial_intelligence,,,deterministic_include,no,,
10_1002_alz_12032,Predicting sporadic Alzheimer's disease progression via inherited Alzheimer's disease‐informed machine‐learning,2020,10.1002/alz.12032,openalex,https://openalex.org/W3005937372,28,"(""Alzheimer's disease"" OR Alzheimer's OR ""Alzheimer disease"" OR ""prodromal Alzheimer's disease"" OR ""preclinical Alzheimer's disease"" OR ""dementia due to Alzheimer's disease"") AND (""artificial intelligence"" OR AI OR ""machine learning"" OR ""deep learning"" OR ""neural network"" OR ""natural language processing"" OR ""computer vision"" OR ""computational intelligence"")",Tier 0: anchor and all main topics.,tier_0_all_main,tier_0_all_main,field_relaxed,0,false,0,include,high,Deterministic title-strict tier-0 retrieval match: anchor and all main topics matched in the title.,yes,0,alzheimers_disease; artificial_intelligence,,,deterministic_include,no,,
10_1016_j_sbi_2024_102776,Artificial intelligence for drug discovery and development in Alzheimer's disease,2024,10.1016/j.sbi.2024.102776,openalex,https://openalex.org/W4391669524,30,"(""Alzheimer's disease"" OR Alzheimer's OR ""Alzheimer disease"" OR ""prodromal Alzheimer's disease"" OR ""preclinical Alzheimer's disease"" OR ""dementia due to Alzheimer's disease"") AND (""artificial intelligence"" OR AI OR ""machine learning"" OR ""deep learning"" OR ""neural network"" OR ""natural language processing"" OR ""computer vision"" OR ""computational intelligence"")",Tier 0: anchor and all main topics.,tier_0_all_main,tier_0_all_main,field_relaxed,0,false,0,include,high,Deterministic title-strict tier-0 retrieval match: anchor and all main topics matched in the title.,yes,0,alzheimers_disease; artificial_intelligence,,,deterministic_include,no,,
10_1111_nan_12759,Deep learning‐based model for diagnosing Alzheimer's disease and tauopathies,2021,10.1111/nan.12759,openalex,https://openalex.org/W3194565976,32,"(""Alzheimer's disease"" OR Alzheimer's OR ""Alzheimer disease"" OR ""prodromal Alzheimer's disease"" OR ""preclinical Alzheimer's disease"" OR ""dementia due to Alzheimer's disease"") AND (""artificial intelligence"" OR AI OR ""machine learning"" OR ""deep learning"" OR ""neural network"" OR ""natural language processing"" OR ""computer vision"" OR ""computational intelligence"")",Tier 0: anchor and all main topics.,tier_0_all_main,tier_0_all_main,field_relaxed,0,false,0,include,high,Deterministic title-strict tier-0 retrieval match: anchor and all main topics matched in the title.,yes,0,alzheimers_disease; artificial_intelligence,,,deterministic_include,no,,
10_3389_fpubh_2022_772592,A Transfer Learning Method for Detecting Alzheimer's Disease Based on Speech and Natural Language Processing,2022,10.3389/fpubh.2022.772592,openalex,https://openalex.org/W4224068866,37,"(""Alzheimer's disease"" OR Alzheimer's OR ""Alzheimer disease"" OR ""prodromal Alzheimer's disease"" OR ""preclinical Alzheimer's disease"" OR ""dementia due to Alzheimer's disease"") AND (""artificial intelligence"" OR AI OR ""machine learning"" OR ""deep learning"" OR ""neural network"" OR ""natural language processing"" OR ""computer vision"" OR ""computational intelligence"")",Tier 0: anchor and all main topics.,tier_0_all_main,tier_0_all_main,field_relaxed,0,false,0,include,high,Deterministic title-strict tier-0 retrieval match: anchor and all main topics matched in the title.,yes,0,alzheimers_disease; artificial_intelligence,,,deterministic_include,no,,
10_1109_jbhi_2021_3053568,Auto-Metric Graph Neural Network Based on a Meta-Learning Strategy for the Diagnosis of Alzheimer's Disease,2021,10.1109/jbhi.2021.3053568,openalex,https://openalex.org/W3123893801,39,"(""Alzheimer's disease"" OR Alzheimer's OR ""Alzheimer disease"" OR ""prodromal Alzheimer's disease"" OR ""preclinical Alzheimer's disease"" OR ""dementia due to Alzheimer's disease"") AND (""artificial intelligence"" OR AI OR ""machine learning"" OR ""deep learning"" OR ""neural network"" OR ""natural language processing"" OR ""computer vision"" OR ""computational intelligence"")",Tier 0: anchor and all main topics.,tier_0_all_main,tier_0_all_main,field_relaxed,0,false,0,include,high,Deterministic title-strict tier-0 retrieval match: anchor and all main topics matched in the title.,yes,0,alzheimers_disease; artificial_intelligence,,,deterministic_include,no,,
10_1109_icaccs48705_2020_9074248,Alzheimer Disease Prediction using Machine Learning Algorithms,2020,10.1109/icaccs48705.2020.9074248,openalex,https://openalex.org/W3018492956,41,"(""Alzheimer's disease"" OR Alzheimer's OR ""Alzheimer disease"" OR ""prodromal Alzheimer's disease"" OR ""preclinical Alzheimer's disease"" OR ""dementia due to Alzheimer's disease"") AND (""artificial intelligence"" OR AI OR ""machine learning"" OR ""deep learning"" OR ""neural network"" OR ""natural language processing"" OR ""computer vision"" OR ""computational intelligence"")",Tier 0: anchor and all main topics.,tier_0_all_main,tier_0_all_main,field_relaxed,0,false,0,include,high,Deterministic title-strict tier-0 retrieval match: anchor and all main topics matched in the title.,yes,0,alzheimers_disease; artificial_intelligence,,,deterministic_include,no,,
10_1109_tfuzz_2024_3409412,Fuzzy Deep Learning for the Diagnosis of Alzheimer's Disease: Approaches and Challenges,2024,10.1109/tfuzz.2024.3409412,openalex,https://openalex.org/W4399766677,42,"(""Alzheimer's disease"" OR Alzheimer's OR ""Alzheimer disease"" OR ""prodromal Alzheimer's disease"" OR ""preclinical Alzheimer's disease"" OR ""dementia due to Alzheimer's disease"") AND (""artificial intelligence"" OR AI OR ""machine learning"" OR ""deep learning"" OR ""neural network"" OR ""natural language processing"" OR ""computer vision"" OR ""computational intelligence"")",Tier 0: anchor and all main topics.,tier_0_all_main,tier_0_all_main,field_relaxed,0,false,0,include,high,Deterministic title-strict tier-0 retrieval match: anchor and all main topics matched in the title.,yes,0,alzheimers_disease; artificial_intelligence,,,deterministic_include,no,,
10_1109_icscds53736_2022_9760858,Alzheimer's Disease Analysis using Explainable Artificial Intelligence (XAI),2022,10.1109/icscds53736.2022.9760858,openalex,https://openalex.org/W4224944501,43,"(""Alzheimer's disease"" OR Alzheimer's OR ""Alzheimer disease"" OR ""prodromal Alzheimer's disease"" OR ""preclinical Alzheimer's disease"" OR ""dementia due to Alzheimer's disease"") AND (""artificial intelligence"" OR AI OR ""machine learning"" OR ""deep learning"" OR ""neural network"" OR ""natural language processing"" OR ""computer vision"" OR ""computational intelligence"")",Tier 0: anchor and all main topics.,tier_0_all_main,tier_0_all_main,field_relaxed,0,false,0,include,high,Deterministic title-strict tier-0 retrieval match: anchor and all main topics matched in the title.,yes,0,alzheimers_disease; artificial_intelligence,,,deterministic_include,no,,
10_5582_irdr_2023_01091,Artificial intelligence technology in Alzheimer's disease research,2023,10.5582/irdr.2023.01091,openalex,https://openalex.org/W4387857082,44,"(""Alzheimer's disease"" OR Alzheimer's OR ""Alzheimer disease"" OR ""prodromal Alzheimer's disease"" OR ""preclinical Alzheimer's disease"" OR ""dementia due to Alzheimer's disease"") AND (""artificial intelligence"" OR AI OR ""machine learning"" OR ""deep learning"" OR ""neural network"" OR ""natural language processing"" OR ""computer vision"" OR ""computational intelligence"")",Tier 0: anchor and all main topics.,tier_0_all_main,tier_0_all_main,field_relaxed,0,false,0,include,high,Deterministic title-strict tier-0 retrieval match: anchor and all main topics matched in the title.,yes,0,alzheimers_disease; artificial_intelligence,,,deterministic_include,no,,
10_1016_j_compbiomed_2022_106240,Multi-label classification of Alzheimer's disease stages from resting-state fMRI-based correlation connectivity data and deep learning,2022,10.1016/j.compbiomed.2022.106240,openalex,https://openalex.org/W4308601243,46,"(""Alzheimer's disease"" OR Alzheimer's OR ""Alzheimer disease"" OR ""prodromal Alzheimer's disease"" OR ""preclinical Alzheimer's disease"" OR ""dementia due to Alzheimer's disease"") AND (""artificial intelligence"" OR AI OR ""machine learning"" OR ""deep learning"" OR ""neural network"" OR ""natural language processing"" OR ""computer vision"" OR ""computational intelligence"")",Tier 0: anchor and all main topics.,tier_0_all_main,tier_0_all_main,field_relaxed,0,false,0,include,high,Deterministic title-strict tier-0 retrieval match: anchor and all main topics matched in the title.,yes,0,alzheimers_disease; artificial_intelligence,,,deterministic_include,no,,
10_3389_fpubh_2020_584387,Alzheimer's Disease Classification With a Cascade Neural Network,2020,10.3389/fpubh.2020.584387,openalex,https://openalex.org/W3096159073,48,"(""Alzheimer's disease"" OR Alzheimer's OR ""Alzheimer disease"" OR ""prodromal Alzheimer's disease"" OR ""preclinical Alzheimer's disease"" OR ""dementia due to Alzheimer's disease"") AND (""artificial intelligence"" OR AI OR ""machine learning"" OR ""deep learning"" OR ""neural network"" OR ""natural language processing"" OR ""computer vision"" OR ""computational intelligence"")",Tier 0: anchor and all main topics.,tier_0_all_main,tier_0_all_main,field_relaxed,0,false,0,include,high,Deterministic title-strict tier-0 retrieval match: anchor and all main topics matched in the title.,yes,0,alzheimers_disease; artificial_intelligence,,,deterministic_include,no,,
10_1042_etls20210249,"Applied machine learning in Alzheimer's disease research: omics, imaging, and clinical data",2021,10.1042/etls20210249,openalex,https://openalex.org/W4200330357,53,"(""Alzheimer's disease"" OR Alzheimer's OR ""Alzheimer disease"" OR ""prodromal Alzheimer's disease"" OR ""preclinical Alzheimer's disease"" OR ""dementia due to Alzheimer's disease"") AND (""artificial intelligence"" OR AI OR ""machine learning"" OR ""deep learning"" OR ""neural network"" OR ""natural language processing"" OR ""computer vision"" OR ""computational intelligence"")",Tier 0: anchor and all main topics.,tier_0_all_main,tier_0_all_main,field_relaxed,0,false,0,include,high,Deterministic title-strict tier-0 retrieval match: anchor and all main topics matched in the title.,yes,0,alzheimers_disease; artificial_intelligence,,,deterministic_include,no,,
10_1063_5_0110283,Prediction of Alzheimer's disease using hybrid machine learning technique,2023,10.1063/5.0110283,openalex,https://openalex.org/W4318499369,54,"(""Alzheimer's disease"" OR Alzheimer's OR ""Alzheimer disease"" OR ""prodromal Alzheimer's disease"" OR ""preclinical Alzheimer's disease"" OR ""dementia due to Alzheimer's disease"") AND (""artificial intelligence"" OR AI OR ""machine learning"" OR ""deep learning"" OR ""neural network"" OR ""natural language processing"" OR ""computer vision"" OR ""computational intelligence"")",Tier 0: anchor and all main topics.,tier_0_all_main,tier_0_all_main,field_relaxed,0,false,0,include,high,Deterministic title-strict tier-0 retrieval match: anchor and all main topics matched in the title.,yes,0,alzheimers_disease; artificial_intelligence,,,deterministic_include,no,,
10_1109_jerm_2021_3096172,Classification of Alzheimer's Disease Using RF Signals and Machine Learning,2021,10.1109/jerm.2021.3096172,openalex,https://openalex.org/W3179275421,56,"(""Alzheimer's disease"" OR Alzheimer's OR ""Alzheimer disease"" OR ""prodromal Alzheimer's disease"" OR ""preclinical Alzheimer's disease"" OR ""dementia due to Alzheimer's disease"") AND (""artificial intelligence"" OR AI OR ""machine learning"" OR ""deep learning"" OR ""neural network"" OR ""natural language processing"" OR ""computer vision"" OR ""computational intelligence"")",Tier 0: anchor and all main topics.,tier_0_all_main,tier_0_all_main,field_relaxed,0,false,0,include,high,Deterministic title-strict tier-0 retrieval match: anchor and all main topics matched in the title.,yes,0,alzheimers_disease; artificial_intelligence,,,deterministic_include,no,,
10_1109_cbms49503_2020_00020,3D Convolutional Neural Networks for Diagnosis of Alzheimer's Disease via Structural MRI,2020,10.1109/cbms49503.2020.00020,openalex,https://openalex.org/W3042774130,58,"(""Alzheimer's disease"" OR Alzheimer's OR ""Alzheimer disease"" OR ""prodromal Alzheimer's disease"" OR ""preclinical Alzheimer's disease"" OR ""dementia due to Alzheimer's disease"") AND (""artificial intelligence"" OR AI OR ""machine learning"" OR ""deep learning"" OR ""neural network"" OR ""natural language processing"" OR ""computer vision"" OR ""computational intelligence"")",Tier 0: anchor and all main topics.,tier_0_all_main,tier_0_all_main,field_relaxed,0,false,0,include,high,Deterministic title-strict tier-0 retrieval match: anchor and all main topics matched in the title.,yes,0,alzheimers_disease; artificial_intelligence,,,deterministic_include,no,,
10_3389_fneur_2020_576194,Comparison of Transfer Learning and Conventional Machine Learning Applied to Structural Brain MRI for the Early Diagnosis and Prognosis of Alzheimer's Disease,2020,10.3389/fneur.2020.576194,openalex,https://openalex.org/W3095441110,59,"(""Alzheimer's disease"" OR Alzheimer's OR ""Alzheimer disease"" OR ""prodromal Alzheimer's disease"" OR ""preclinical Alzheimer's disease"" OR ""dementia due to Alzheimer's disease"") AND (""artificial intelligence"" OR AI OR ""machine learning"" OR ""deep learning"" OR ""neural network"" OR ""natural language processing"" OR ""computer vision"" OR ""computational intelligence"")",Tier 0: anchor and all main topics.,tier_0_all_main,tier_0_all_main,field_relaxed,0,false,0,include,high,Deterministic title-strict tier-0 retrieval match: anchor and all main topics matched in the title.,yes,0,alzheimers_disease; artificial_intelligence,,,deterministic_include,no,,
10_19101_ijacr_2021_1152001,Multi-classification of alzheimer disease on magnetic resonance images (MRI) using deep convolutional neural network (DCNN) approaches,2021,10.19101/ijacr.2021.1152001,openalex,https://openalex.org/W3150382221,62,"(""Alzheimer's disease"" OR Alzheimer's OR ""Alzheimer disease"" OR ""prodromal Alzheimer's disease"" OR ""preclinical Alzheimer's disease"" OR ""dementia due to Alzheimer's disease"") AND (""artificial intelligence"" OR AI OR ""machine learning"" OR ""deep learning"" OR ""neural network"" OR ""natural language processing"" OR ""computer vision"" OR ""computational intelligence"")",Tier 0: anchor and all main topics.,tier_0_all_main,tier_0_all_main,field_relaxed,0,false,0,include,high,Deterministic title-strict tier-0 retrieval match: anchor and all main topics matched in the title.,yes,0,alzheimers_disease; artificial_intelligence,,,deterministic_include,no,,
