paper_id,title,doi,provider,provider_id,screening_decision,full_text_availability_status,full_text_availability_source,full_text_url,full_text_url_kind,full_text_url_checked_at,full_text_url_content_type,full_text_license,full_text_is_open_access,full_text_availability_error
10_1109_icscds53736_2022_9760858,Alzheimer's Disease Analysis using Explainable Artificial Intelligence (XAI),10.1109/icscds53736.2022.9760858,openalex,https://openalex.org/W4224944501,include,verified,openalex_primary_location,https://ieeexplore.ieee.org/document/9760858/,landing_page,2026-06-19T14:06:31.161550+00:00,text/html; charset=UTF-8,,no,
10_5582_irdr_2023_01091,Artificial intelligence technology in Alzheimer's disease research,10.5582/irdr.2023.01091,openalex,https://openalex.org/W4387857082,include,verified,openalex_open_access,https://www.jstage.jst.go.jp/article/irdr/advpub/0/advpub_2023.01091/_pdf,landing_page,2026-06-19T14:06:31.170804+00:00,application/pdf;charset=UTF-8,,yes,
10_1016_j_compbiomed_2022_106240,Multi-label classification of Alzheimer's disease stages from resting-state fMRI-based correlation connectivity data and deep learning,10.1016/j.compbiomed.2022.106240,openalex,https://openalex.org/W4308601243,include,verified,openalex_open_access,https://linkinghub.elsevier.com/retrieve/pii/S0010482522009489,landing_page,2026-06-19T14:06:31.323955+00:00,text/html;charset=UTF-8,,yes,
10_3389_fpubh_2020_584387,Alzheimer's Disease Classification With a Cascade Neural Network,10.3389/fpubh.2020.584387,openalex,https://openalex.org/W3096159073,include,verified,openalex_open_access,https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2020.584387/pdf,pdf,2026-06-19T14:06:31.349768+00:00,application/pdf,,yes,
10_1042_etls20210249,"Applied machine learning in Alzheimer's disease research: omics, imaging, and clinical data",10.1042/etls20210249,openalex,https://openalex.org/W4200330357,include,verified,openalex_location,https://pubmed.ncbi.nlm.nih.gov/34881778/,landing_page,2026-06-19T14:06:32.101657+00:00,text/html; charset=utf-8,,no,
10_1063_5_0110283,Prediction of Alzheimer's disease using hybrid machine learning technique,10.1063/5.0110283,openalex,https://openalex.org/W4318499369,include,unverified,openalex_primary_location,https://doi.org/10.1063/5.0110283,landing_page,,,,no,HEAD: HTTPError: HTTP Error 403: Forbidden | GET: HTTPError: HTTP Error 403: Forbidden
10_1109_jerm_2021_3096172,Classification of Alzheimer's Disease Using RF Signals and Machine Learning,10.1109/jerm.2021.3096172,openalex,https://openalex.org/W3179275421,include,verified,openalex_best_oa_location,https://www.research.ed.ac.uk/en/publications/classification-of-alzheimers-disease-using-rf-signals-and-machine/,landing_page,2026-06-19T14:06:31.903723+00:00,text/html;charset=UTF-8,other-oa,yes,
10_1109_cbms49503_2020_00020,3D Convolutional Neural Networks for Diagnosis of Alzheimer's Disease via Structural MRI,10.1109/cbms49503.2020.00020,openalex,https://openalex.org/W3042774130,include,verified,openalex_primary_location,https://ieeexplore.ieee.org/document/9183323/,landing_page,2026-06-19T14:06:31.851968+00:00,text/html; charset=UTF-8,,no,
10_3389_fneur_2020_576194,Comparison of Transfer Learning and Conventional Machine Learning Applied to Structural Brain MRI for the Early Diagnosis and Prognosis of Alzheimer's Disease,10.3389/fneur.2020.576194,openalex,https://openalex.org/W3095441110,include,verified,openalex_open_access,https://www.frontiersin.org/journals/neurology/articles/10.3389/fneur.2020.576194/pdf,pdf,2026-06-19T14:06:31.944205+00:00,application/pdf,,yes,
10_19101_ijacr_2021_1152001,Multi-classification of alzheimer disease on magnetic resonance images (MRI) using deep convolutional neural network (DCNN) approaches,10.19101/ijacr.2021.1152001,openalex,https://openalex.org/W3150382221,include,verified,openalex_open_access,https://accentsjournals.org/PaperDirectory/Journal/IJACR/2021/3/2.pdf,pdf,2026-06-19T14:06:31.999948+00:00,application/pdf,,yes,
10_1016_j_heliyon_2021_e06226,Hippocampus segmentation on epilepsy and Alzheimer's disease studies with multiple convolutional neural networks,10.1016/j.heliyon.2021.e06226,openalex,https://openalex.org/W3000333530,include,verified,openalex_best_oa_location,https://linkinghub.elsevier.com/retrieve/pii/S2405844021003315,landing_page,2026-06-19T14:06:38.563166+00:00,text/html;charset=UTF-8,cc-by,yes,
10_1093_jamiaopen_ooab052,Machine learning for modeling the progression of Alzheimer disease dementia using clinical data: a systematic literature review,10.1093/jamiaopen/ooab052,openalex,https://openalex.org/W3188044527,include,verified,openalex_location,https://pubmed.ncbi.nlm.nih.gov/34350389/,landing_page,2026-06-19T14:06:33.316532+00:00,text/html; charset=utf-8,,no,
10_1145_3492865,A Comprehensive Report on Machine Learning-based Early Detection of Alzheimer's Disease using Multi-modal Neuroimaging Data,10.1145/3492865,openalex,https://openalex.org/W4220689216,include,verified,openalex_primary_location,https://dl.acm.org/doi/10.1145/3492865,landing_page,2026-06-19T14:06:32.372970+00:00,text/html;charset=UTF-8,,no,
10_1016_j_apsb_2025_07_030,"Artificial intelligence-driven multi-omics approaches in Alzheimer's disease: Progress, challenges, and future directions",10.1016/j.apsb.2025.07.030,openalex,https://openalex.org/W4412713891,include,verified,openalex_open_access,https://linkinghub.elsevier.com/retrieve/pii/S2211383525005088,landing_page,2026-06-19T14:06:32.484828+00:00,text/html;charset=UTF-8,,yes,
10_3389_fnagi_2022_871706,Alzheimer's Disease Diagnosis With Brain Structural MRI Using Multiview-Slice Attention and 3D Convolution Neural Network,10.3389/fnagi.2022.871706,openalex,https://openalex.org/W4224999602,include,verified,openalex_open_access,https://www.frontiersin.org/journals/aging-neuroscience/articles/10.3389/fnagi.2022.871706/pdf,pdf,2026-06-19T14:06:33.287358+00:00,application/pdf,,yes,
10_1155_2021_6690539,Diagnosis of Alzheimer Disease Using 2D MRI Slices by Convolutional Neural Network,10.1155/2021/6690539,openalex,https://openalex.org/W3126870425,include,verified,openalex_open_access,https://onlinelibrary.wiley.com/action/cookieAbsent,pdf,2026-06-19T14:06:33.290573+00:00,text/html;charset=UTF-8,,yes,
10_3389_fnhum_2022_972773,A novel deep learning approach for diagnosing Alzheimer's disease based on eye-tracking data,10.3389/fnhum.2022.972773,openalex,https://openalex.org/W4295093126,include,verified,openalex_open_access,https://www.frontiersin.org/journals/human-neuroscience/articles/10.3389/fnhum.2022.972773/pdf,pdf,2026-06-19T14:06:33.296071+00:00,application/pdf,,yes,
10_1016_j_compbiomed_2024_109438,Multi-scale multimodal deep learning framework for Alzheimer's disease diagnosis,10.1016/j.compbiomed.2024.109438,openalex,https://openalex.org/W4404629839,include,verified,openalex_open_access,https://linkinghub.elsevier.com/retrieve/pii/S0010482524015233,landing_page,2026-06-19T14:06:34.503569+00:00,text/html;charset=UTF-8,,yes,
10_3390_sci5010013,Review on Alzheimer Disease Detection Methods: Automatic Pipelines and Machine Learning Techniques,10.3390/sci5010013,openalex,https://openalex.org/W4328095021,include,unverified,openalex_open_access,https://www.mdpi.com/2413-4155/5/1/13/pdf?version=1679391054,pdf,,,,yes,HEAD: HTTPError: HTTP Error 403: Forbidden | GET: HTTPError: HTTP Error 403: Forbidden
10_1109_access_2022_3204395,ADD-Net: An Effective Deep Learning Model for Early Detection of Alzheimer Disease in MRI Scans,10.1109/access.2022.3204395,openalex,https://openalex.org/W4294691653,include,verified,openalex_best_oa_location,https://ieeexplore.ieee.org/document/9877809/,landing_page,2026-06-19T14:06:35.129404+00:00,text/html; charset=UTF-8,cc-by,yes,
10_1049_cps2_12090,A machine learning model for Alzheimer's disease prediction,10.1049/cps2.12090,openalex,https://openalex.org/W4393054471,include,verified,openalex_open_access,https://onlinelibrary.wiley.com/action/cookieAbsent,pdf,2026-06-19T14:06:34.761402+00:00,text/html;charset=UTF-8,,yes,
10_1016_j_jrras_2023_100782,Automated Alzheimer's disease classification using deep learning models with Soft-NMS and improved ResNet50 integration,10.1016/j.jrras.2023.100782,openalex,https://openalex.org/W4390478980,include,verified,openalex_open_access,https://linkinghub.elsevier.com/retrieve/pii/S1687850723002601,landing_page,2026-06-19T14:06:34.884077+00:00,text/html;charset=UTF-8,,yes,
10_1186_s13195_021_00924_2,Improving 3D convolutional neural network comprehensibility via interactive visualization of relevance maps: evaluation in Alzheimer's disease.,10.1186/s13195-021-00924-2,openalex,https://openalex.org/W3215207525,include,verified,openalex_open_access,https://repository.publisso.de/resource/frl:6464015,landing_page,2026-06-19T14:06:35.212151+00:00,text/html; charset=utf-8,,yes,
10_1109_icdcece60827_2024_10548493,Early detection of Alzheimer's Disease and Dementia Using Deep Convolutional Neural Networks,10.1109/icdcece60827.2024.10548493,openalex,https://openalex.org/W4399575260,include,verified,openalex_primary_location,https://ieeexplore.ieee.org/document/10548493/,landing_page,2026-06-19T14:06:35.417271+00:00,text/html; charset=UTF-8,,no,
10_1109_tencon54134_2021_9707468,Exploring Alzheimer's Disease Prediction with XAI in various Neural Network Models,10.1109/tencon54134.2021.9707468,openalex,https://openalex.org/W4213068175,include,verified,openalex_primary_location,https://ieeexplore.ieee.org/document/9707468/,landing_page,2026-06-19T14:06:35.419366+00:00,text/html; charset=UTF-8,,no,
10_1109_uemcon54665_2022_9965730,Deep Learning Based Model for Alzheimer's Disease Detection Using Brain MRI Images,10.1109/uemcon54665.2022.9965730,openalex,https://openalex.org/W4310502248,include,verified,openalex_primary_location,https://ieeexplore.ieee.org/document/9965730/,landing_page,2026-06-19T14:06:35.420082+00:00,text/html; charset=UTF-8,,no,
10_21203_rs_3_rs_624520_v1,Alzheimer's Disease Early Detection Using Machine Learning Techniques,10.21203/rs.3.rs-624520/v1,openalex,https://openalex.org/W3168046494,include,verified,openalex_open_access,https://assets-eu.researchsquare.com/files/rs-624520/v1/b83914f7-3a09-4ff1-9456-8288ae815f20.pdf?c=1631885103,pdf,2026-06-19T14:06:35.539593+00:00,application/pdf,,yes,
10_1155_2021_8198552,Artificial Intelligence-based MRI Images for Brain in Prediction of Alzheimer's Disease,10.1155/2021/8198552,openalex,https://openalex.org/W3205824677,include,verified,openalex_open_access,https://onlinelibrary.wiley.com/action/cookieAbsent,pdf,2026-06-19T14:06:35.588799+00:00,text/html;charset=UTF-8,,yes,
10_3389_fnagi_2023_1238065,An eXplainability Artificial Intelligence approach to brain connectivity in Alzheimer's disease,10.3389/fnagi.2023.1238065,openalex,https://openalex.org/W4386325543,include,verified,openalex_open_access,https://www.frontiersin.org/journals/aging-neuroscience/articles/10.3389/fnagi.2023.1238065/pdf,pdf,2026-06-19T14:06:35.589019+00:00,application/pdf,,yes,
10_1109_ssd49366_2020_9364155,Alzheimer's disease detection using convolutional neural networks and transfer learning based methods,10.1109/ssd49366.2020.9364155,openalex,https://openalex.org/W3133744604,include,verified,openalex_primary_location,https://ieeexplore.ieee.org/document/9364155/,landing_page,2026-06-19T14:06:35.596416+00:00,text/html; charset=UTF-8,,no,
10_1111_cns_13963,Machine learning based on Optical Coherence Tomography images as a diagnostic tool for Alzheimer's disease,10.1111/cns.13963,openalex,https://openalex.org/W4296528405,include,verified,openalex_open_access,https://onlinelibrary.wiley.com/action/cookieAbsent,landing_page,2026-06-19T14:06:35.683558+00:00,text/html;charset=UTF-8,,yes,
10_1111_jon_12835,Differentiating Dementia with Lewy Bodies and Alzheimer's Disease by Deep Learning to Structural MRI,10.1111/jon.12835,openalex,https://openalex.org/W3123995491,include,verified,openalex_primary_location,https://onlinelibrary.wiley.com/action/cookieAbsent,landing_page,2026-06-19T14:06:36.818951+00:00,text/html;charset=UTF-8,,no,
10_1016_j_heliyon_2024_e29375,AI-based tool for early detection of Alzheimer's disease,10.1016/j.heliyon.2024.e29375,openalex,https://openalex.org/W4394616357,include,verified,openalex_open_access,https://linkinghub.elsevier.com/retrieve/pii/S2405844024054069,landing_page,2026-06-19T14:06:37.147692+00:00,text/html;charset=UTF-8,,yes,
10_1109_icics52457_2021_9464543,Prediction Alzheimer's disease from MRI images using deep learning,10.1109/icics52457.2021.9464543,openalex,https://openalex.org/W3176394889,include,verified,openalex_primary_location,https://ieeexplore.ieee.org/document/9464543/,landing_page,2026-06-19T14:06:37.345987+00:00,text/html; charset=UTF-8,,no,
10_60084_hjas_v1i1_12,QSAR Classification of Beta-Secretase 1 Inhibitor Activity in Alzheimer's Disease Using Ensemble Machine Learning Algorithms,10.60084/hjas.v1i1.12,openalex,https://openalex.org/W4384433002,include,verified,openalex_open_access,https://heca-analitika.com/hjas/article/download/12/2,landing_page,2026-06-19T14:06:37.463957+00:00,application/pdf,,yes,
10_1016_j_ibmed_2023_100091,Prediction of Alzheimer's disease from magnetic resonance imaging using a convolutional neural network,10.1016/j.ibmed.2023.100091,openalex,https://openalex.org/W4313731141,include,verified,openalex_open_access,https://linkinghub.elsevier.com/retrieve/pii/S2666521223000054,landing_page,2026-06-19T14:06:37.485770+00:00,text/html;charset=UTF-8,,yes,
10_1002_advs_202204717,Deep Learning for Brain MRI Confirms Patterned Pathological Progression in Alzheimer's Disease,10.1002/advs.202204717,openalex,https://openalex.org/W4312213462,include,verified,openalex_open_access,https://advanced.onlinelibrary.wiley.com/action/cookieAbsent,landing_page,2026-06-19T14:06:37.517244+00:00,text/html;charset=UTF-8,,yes,
10_3390_electronics11121890,Constructing Domain Ontology for Alzheimer Disease Using Deep Learning Based Approach,10.3390/electronics11121890,openalex,https://openalex.org/W4283078630,include,unverified,openalex_open_access,https://www.mdpi.com/2079-9292/11/12/1890/pdf?version=1655361071,pdf,,,,yes,HEAD: HTTPError: HTTP Error 403: Forbidden | GET: HTTPError: HTTP Error 403: Forbidden
10_1002_trc2_12013,A precision medicine framework using artificial intelligence for the identification and confirmation of genomic biomarkers of response to an Alzheimer's disease therapy: Analysis of the blarcamesine (ANAVEX2‐73) Phase 2a clinical study,10.1002/trc2.12013,openalex,https://openalex.org/W3017335992,include,verified,openalex_open_access,https://onlinelibrary.wiley.com/action/cookieAbsent,pdf,2026-06-19T14:06:37.728725+00:00,text/html;charset=UTF-8,,yes,
10_6026_97320630017363,Identification of marker genes in Alzheimer's disease using a machine-learning model,10.6026/97320630017363,openalex,https://openalex.org/W3184355119,include,verified,openalex_open_access,http://www.bioinformation.net/017/97320630017363.pdf,pdf,2026-06-19T14:06:37.767332+00:00,application/pdf,,yes,
10_1016_j_artmed_2022_102332,Deep learning for Alzheimer's disease diagnosis: A survey,10.1016/j.artmed.2022.102332,openalex,https://openalex.org/W4281730963,include,verified,openalex_primary_location,https://linkinghub.elsevier.com/retrieve/pii/S0933365722000975,landing_page,2026-06-19T14:06:37.952727+00:00,text/html;charset=UTF-8,,no,
10_1016_j_irbm_2020_06_006,Deep Convolution Neural Network Based System for Early Diagnosis of Alzheimer's Disease,10.1016/j.irbm.2020.06.006,openalex,https://openalex.org/W3040248281,include,verified,openalex_primary_location,https://linkinghub.elsevier.com/retrieve/pii/S195903182030110X,landing_page,2026-06-19T14:06:38.137846+00:00,text/html;charset=UTF-8,,no,
10_1016_j_cmpb_2021_106032,Alzheimer's disease detection using depthwise separable convolutional neural networks,10.1016/j.cmpb.2021.106032,openalex,https://openalex.org/W3134726279,include,verified,openalex_primary_location,https://linkinghub.elsevier.com/retrieve/pii/S0169260721001073,landing_page,2026-06-19T14:06:38.228583+00:00,text/html;charset=UTF-8,,no,
10_1016_j_jbi_2020_103411,Deep ensemble learning for Alzheimer's disease classification,10.1016/j.jbi.2020.103411,openalex,https://openalex.org/W3013699712,review,verified,openalex_open_access,https://pmc.ncbi.nlm.nih.gov/articles/PMC9760486/,landing_page,2026-06-19T14:06:38.318350+00:00,text/html; charset=utf-8,,yes,
10_1016_j_neurobiolaging_2021_04_024,A machine learning approach to screen for preclinical Alzheimer's disease,10.1016/j.neurobiolaging.2021.04.024,openalex,https://openalex.org/W3158732404,include,verified,openalex_best_oa_location,https://linkinghub.elsevier.com/retrieve/pii/S0197458021001470,landing_page,2026-06-19T14:06:38.546007+00:00,text/html;charset=UTF-8,,yes,
10_1016_j_compbiomed_2021_105032,Deep learning based pipelines for Alzheimer's disease diagnosis: A comparative study and a novel deep-ensemble method,10.1016/j.compbiomed.2021.105032,openalex,https://openalex.org/W3216798277,include,verified,openalex_open_access,https://iris.unica.it/handle/11584/323675,landing_page,2026-06-19T14:06:38.474401+00:00,text/html;charset=utf-8,,yes,
10_1016_j_ejrad_2023_110934,Artificial intelligence-based diagnosis of Alzheimer's disease with brain MRI images,10.1016/j.ejrad.2023.110934,openalex,https://openalex.org/W4381384569,include,verified,openalex_best_oa_location,https://linkinghub.elsevier.com/retrieve/pii/S0720048X23002486,landing_page,2026-06-19T14:06:42.888512+00:00,text/html;charset=UTF-8,,yes,
10_1016_j_compbiomed_2022_105634,Early diagnosis of Alzheimer's disease based on deep learning: A systematic review,10.1016/j.compbiomed.2022.105634,openalex,https://openalex.org/W4280512342,include,verified,openalex_primary_location,https://linkinghub.elsevier.com/retrieve/pii/S0010482522004267,landing_page,2026-06-19T14:06:38.814310+00:00,text/html;charset=UTF-8,,no,
10_1016_j_neucom_2020_01_053,Detecting Alzheimer's disease Based on 4D fMRI: An exploration under deep learning framework,10.1016/j.neucom.2020.01.053,openalex,https://openalex.org/W3001525933,include,verified,openalex_primary_location,https://linkinghub.elsevier.com/retrieve/pii/S0925231220301041,landing_page,2026-06-19T14:06:38.845685+00:00,text/html;charset=UTF-8,,no,
10_1016_j_compbiomed_2021_105056,A deep learning framework with an embedded-based feature selection approach for the early detection of the Alzheimer's disease,10.1016/j.compbiomed.2021.105056,openalex,https://openalex.org/W3216778633,include,verified,openalex_primary_location,https://linkinghub.elsevier.com/retrieve/pii/S0010482521008507,landing_page,2026-06-19T14:06:38.881943+00:00,text/html;charset=UTF-8,,no,
10_1016_j_matpr_2021_03_061,Alzheimer's disease prediction using machine learning techniques and principal component analysis (PCA),10.1016/j.matpr.2021.03.061,openalex,https://openalex.org/W3157237148,include,verified,openalex_primary_location,https://linkinghub.elsevier.com/retrieve/pii/S2214785321020757,landing_page,2026-06-19T14:06:38.882314+00:00,text/html;charset=UTF-8,,no,
10_1016_j_bspc_2021_103293,"Machine learning techniques for diagnosis of alzheimer disease, mild cognitive disorder, and other types of dementia",10.1016/j.bspc.2021.103293,openalex,https://openalex.org/W3212684309,include,verified,openalex_primary_location,https://linkinghub.elsevier.com/retrieve/pii/S1746809421008909,landing_page,2026-06-19T14:06:39.003540+00:00,text/html;charset=UTF-8,,no,
10_1007_s44174_023_00078_9,A Novel Approach Utilizing Machine Learning for the Early Diagnosis of Alzheimer's Disease,10.1007/s44174-023-00078-9,openalex,https://openalex.org/W4363678967,include,verified,openalex_open_access,https://link.springer.com/article/10.1007/s44174-023-00078-9?error=cookies_not_supported&code=4884fff7-f34c-409a-a91d-984d9139e81f,pdf,2026-06-19T14:06:39.010655+00:00,text/html; charset=utf-8,,yes,
