paper_id,title,doi,full_text_status,full_text_source,full_text_url,full_text_license,full_text_text_path,full_text_chars,full_text_error,full_text_manual_lookup_url
10_1016_j_ijcce_2021_12_002,A review of the application of deep learning in the detection of Alzheimer's disease,10.1016/j.ijcce.2021.12.002,extraction_failed,,,,,0,provider_metadata https://linkinghub.elsevier.com/retrieve/pii/S2666307421000280: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S2666307421000280 | provider_metadata https://doi.org/10.1016/j.ijcce.2021.12.002: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S2666307421000280,https://scholar.google.com/scholar?q=10.1016/j.ijcce.2021.12.002
10_1016_j_neucom_2020_01_053,Detecting Alzheimer's disease Based on 4D fMRI: An exploration under deep learning framework,10.1016/j.neucom.2020.01.053,extraction_failed,,,,,0,provider_metadata https://linkinghub.elsevier.com/retrieve/pii/S0925231220301041: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S0925231220301041 | provider_metadata https://doi.org/10.1016/j.neucom.2020.01.053: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S0925231220301041,https://scholar.google.com/scholar?q=10.1016/j.neucom.2020.01.053
10_1016_j_nicl_2021_102712,Cross-cohort generalizability of deep and conventional machine learning for MRI-based diagnosis and prediction of Alzheimer's disease,10.1016/j.nicl.2021.102712,html_text_extracted,provider_metadata,https://pure.eur.nl/en/publications/cross-cohort-generalizability-of-deep-and-conventional-machine-le/,,/Users/mariehensche/.cache/ad_lit_pipeline/full_text/texts/10_1016_j_nicl_2021_102712_78962b3ecfa3efa1.txt,29797,,
10_1002_alz_12032,Predicting sporadic Alzheimer's disease progression via inherited Alzheimer's disease‐informed machine‐learning,10.1002/alz.12032,html_text_extracted,provider_metadata,https://alz-journals.onlinelibrary.wiley.com/action/cookieAbsent,,/Users/mariehensche/.cache/ad_lit_pipeline/full_text/texts/10_1002_alz_12032_ba410fbb7525a985.txt,1932,,
10_1016_j_compbiomed_2021_105056,A deep learning framework with an embedded-based feature selection approach for the early detection of the Alzheimer's disease,10.1016/j.compbiomed.2021.105056,extraction_failed,,,,,0,provider_metadata https://linkinghub.elsevier.com/retrieve/pii/S0010482521008507: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S0010482521008507 | provider_metadata https://doi.org/10.1016/j.compbiomed.2021.105056: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S0010482521008507,https://scholar.google.com/scholar?q=10.1016/j.compbiomed.2021.105056
10_1016_j_sbi_2024_102776,Artificial intelligence for drug discovery and development in Alzheimer's disease,10.1016/j.sbi.2024.102776,extraction_failed,,,,,0,provider_metadata https://linkinghub.elsevier.com/retrieve/pii/S0959440X24000034: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S0959440X24000034 | provider_metadata https://doi.org/10.1016/j.sbi.2024.102776: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S0959440X24000034,https://scholar.google.com/scholar?q=10.1016/j.sbi.2024.102776
10_1016_j_matpr_2021_03_061,Alzheimer's disease prediction using machine learning techniques and principal component analysis (PCA),10.1016/j.matpr.2021.03.061,extraction_failed,,,,,0,provider_metadata https://linkinghub.elsevier.com/retrieve/pii/S2214785321020757: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S2214785321020757 | provider_metadata https://doi.org/10.1016/j.matpr.2021.03.061: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S2214785321020757 | core https://core.ac.uk/works/216781862: TimeoutError: The read operation timed out,https://scholar.google.com/scholar?q=10.1016/j.matpr.2021.03.061
10_1111_nan_12759,Deep learning‐based model for diagnosing Alzheimer's disease and tauopathies,10.1111/nan.12759,html_text_extracted,provider_metadata,https://onlinelibrary.wiley.com/action/cookieAbsent,,/Users/mariehensche/.cache/ad_lit_pipeline/full_text/texts/10_1111_nan_12759_b697eb857acc8fa6.txt,1328,,
10_1016_j_bspc_2021_103293,"Machine learning techniques for diagnosis of alzheimer disease, mild cognitive disorder, and other types of dementia",10.1016/j.bspc.2021.103293,extraction_failed,,,,,0,provider_metadata https://linkinghub.elsevier.com/retrieve/pii/S1746809421008909: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S1746809421008909 | provider_metadata https://doi.org/10.1016/j.bspc.2021.103293: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S1746809421008909,https://scholar.google.com/scholar?q=10.1016/j.bspc.2021.103293
10_1007_s44174_023_00078_9,A Novel Approach Utilizing Machine Learning for the Early Diagnosis of Alzheimer's Disease,10.1007/s44174-023-00078-9,html_text_extracted,provider_metadata,https://link.springer.com/article/10.1007/s44174-023-00078-9?error=cookies_not_supported&code=7fe3c26e-ee46-4d30-b032-9c4bb425c962,,/Users/mariehensche/.cache/ad_lit_pipeline/full_text/texts/10_1007_s44174_023_00078_9_de09142bb251e70c.txt,17868,,
10_1016_j_arr_2024_102497,"AI-driven innovations in Alzheimer's disease: Integrating early diagnosis, personalized treatment, and prognostic modelling",10.1016/j.arr.2024.102497,extraction_failed,,,,,0,provider_metadata https://linkinghub.elsevier.com/retrieve/pii/S1568163724003155: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S1568163724003155 | provider_metadata https://doi.org/10.1016/j.arr.2024.102497: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S1568163724003155,https://scholar.google.com/scholar?q=10.1016/j.arr.2024.102497
10_1016_j_compbiomed_2021_104678,Multi-model and multi-slice ensemble learning architecture based on 2D convolutional neural networks for Alzheimer's disease diagnosis,10.1016/j.compbiomed.2021.104678,extraction_failed,,,,,0,provider_metadata https://linkinghub.elsevier.com/retrieve/pii/S0010482521004728: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S0010482521004728 | provider_metadata https://doi.org/10.1016/j.compbiomed.2021.104678: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S0010482521004728,https://scholar.google.com/scholar?q=10.1016/j.compbiomed.2021.104678
10_3389_fpubh_2022_772592,A Transfer Learning Method for Detecting Alzheimer's Disease Based on Speech and Natural Language Processing,10.3389/fpubh.2022.772592,pdf_text_extracted,provider_metadata,https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2022.772592/pdf,,/Users/mariehensche/.cache/ad_lit_pipeline/full_text/texts/10_3389_fpubh_2022_772592_ea89f523d05e81ac.txt,45664,,
10_1016_j_artmed_2024_102928,A systematic literature review on the significance of deep learning and machine learning in predicting Alzheimer's disease,10.1016/j.artmed.2024.102928,extraction_failed,,,,,0,provider_metadata https://linkinghub.elsevier.com/retrieve/pii/S0933365724001702: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S0933365724001702 | provider_metadata https://doi.org/10.1016/j.artmed.2024.102928: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S0933365724001702,https://scholar.google.com/scholar?q=10.1016/j.artmed.2024.102928
10_1109_jbhi_2021_3053568,Auto-Metric Graph Neural Network Based on a Meta-Learning Strategy for the Diagnosis of Alzheimer's Disease,10.1109/jbhi.2021.3053568,extraction_failed,,,,,0,provider_metadata https://ieeexplore.ieee.org/document/9335007/: ValueError: Extracted text too short for full-text tagging (0 chars) from https://ieeexplore.ieee.org/document/9335007/ | provider_metadata https://doi.org/10.1109/jbhi.2021.3053568: ValueError: Extracted text too short for full-text tagging (0 chars) from https://ieeexplore.ieee.org/document/9335007/,https://scholar.google.com/scholar?q=10.1109/jbhi.2021.3053568
10_1016_j_compbiomed_2023_107328,Multi-modal graph neural network for early diagnosis of Alzheimer's disease from sMRI and PET scans,10.1016/j.compbiomed.2023.107328,extraction_failed,,,,,0,provider_metadata https://linkinghub.elsevier.com/retrieve/pii/S001048252300793X: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S001048252300793X | provider_metadata https://doi.org/10.1016/j.compbiomed.2023.107328: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S001048252300793X,https://scholar.google.com/scholar?q=10.1016/j.compbiomed.2023.107328
10_1109_icaccs48705_2020_9074248,Alzheimer Disease Prediction using Machine Learning Algorithms,10.1109/icaccs48705.2020.9074248,extraction_failed,,,,,0,provider_metadata https://ieeexplore.ieee.org/document/9074248/: ValueError: Extracted text too short for full-text tagging (0 chars) from https://ieeexplore.ieee.org/document/9074248/ | provider_metadata https://doi.org/10.1109/icaccs48705.2020.9074248: ValueError: Extracted text too short for full-text tagging (0 chars) from https://ieeexplore.ieee.org/document/9074248/,https://scholar.google.com/scholar?q=10.1109/icaccs48705.2020.9074248
10_1109_tfuzz_2024_3409412,Fuzzy Deep Learning for the Diagnosis of Alzheimer's Disease: Approaches and Challenges,10.1109/tfuzz.2024.3409412,extraction_failed,,,,,0,provider_metadata https://ieeexplore.ieee.org/document/10561527/: ValueError: Extracted text too short for full-text tagging (0 chars) from https://ieeexplore.ieee.org/document/10561527/ | provider_metadata https://doi.org/10.1109/tfuzz.2024.3409412: ValueError: Extracted text too short for full-text tagging (0 chars) from https://ieeexplore.ieee.org/document/10561527/,https://scholar.google.com/scholar?q=10.1109/tfuzz.2024.3409412
10_1109_icscds53736_2022_9760858,Alzheimer's Disease Analysis using Explainable Artificial Intelligence (XAI),10.1109/icscds53736.2022.9760858,extraction_failed,,,,,0,provider_metadata https://ieeexplore.ieee.org/document/9760858/: ValueError: Extracted text too short for full-text tagging (0 chars) from https://ieeexplore.ieee.org/document/9760858/ | provider_metadata https://doi.org/10.1109/icscds53736.2022.9760858: ValueError: Extracted text too short for full-text tagging (0 chars) from https://ieeexplore.ieee.org/document/9760858/,https://scholar.google.com/scholar?q=10.1109/icscds53736.2022.9760858
10_5582_irdr_2023_01091,Artificial intelligence technology in Alzheimer's disease research,10.5582/irdr.2023.01091,pdf_text_extracted,provider_metadata,https://www.jstage.jst.go.jp/article/irdr/advpub/0/advpub_2023.01091/_pdf,,/Users/mariehensche/.cache/ad_lit_pipeline/full_text/texts/10_5582_irdr_2023_01091_a13ec5e7de3e3719.txt,20790,,
10_1016_j_patcog_2020_107247,Deep and joint learning of longitudinal data for Alzheimer's disease prediction,10.1016/j.patcog.2020.107247,extraction_failed,,,,,0,provider_metadata https://linkinghub.elsevier.com/retrieve/pii/S0031320320300534: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S0031320320300534 | provider_metadata https://doi.org/10.1016/j.patcog.2020.107247: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S0031320320300534,https://scholar.google.com/scholar?q=10.1016/j.patcog.2020.107247
10_1016_j_compbiomed_2022_106240,Multi-label classification of Alzheimer's disease stages from resting-state fMRI-based correlation connectivity data and deep learning,10.1016/j.compbiomed.2022.106240,extraction_failed,,,,,0,provider_metadata https://linkinghub.elsevier.com/retrieve/pii/S0010482522009489: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S0010482522009489 | provider_metadata https://doi.org/10.1016/j.compbiomed.2022.106240: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S0010482522009489,https://scholar.google.com/scholar?q=10.1016/j.compbiomed.2022.106240
10_1016_j_measurement_2020_108838,A deep convolutional neural network based computer aided diagnosis system for the prediction of Alzheimer's disease in MRI images,10.1016/j.measurement.2020.108838,extraction_failed,,,,,0,provider_metadata https://linkinghub.elsevier.com/retrieve/pii/S0263224120313312: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S0263224120313312 | provider_metadata https://doi.org/10.1016/j.measurement.2020.108838: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S0263224120313312,https://scholar.google.com/scholar?q=10.1016/j.measurement.2020.108838
10_3389_fpubh_2020_584387,Alzheimer's Disease Classification With a Cascade Neural Network,10.3389/fpubh.2020.584387,pdf_text_extracted,provider_metadata,https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2020.584387/pdf,,/Users/mariehensche/.cache/ad_lit_pipeline/full_text/texts/10_3389_fpubh_2020_584387_39239ee051b2ca77.txt,51967,,
10_1016_j_ijhcs_2021_102761,Exploiting linguistic information from Nepali transcripts for early detection of Alzheimer's disease using natural language processing and machine learning techniques,10.1016/j.ijhcs.2021.102761,extraction_failed,,,,,0,provider_metadata https://linkinghub.elsevier.com/retrieve/pii/S1071581921001798: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S1071581921001798 | provider_metadata https://doi.org/10.1016/j.ijhcs.2021.102761: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S1071581921001798 | core https://core.ac.uk/works/16166030: TimeoutError: The read operation timed out,https://scholar.google.com/scholar?q=10.1016/j.ijhcs.2021.102761
10_1016_j_patcog_2022_109031,Transformed domain convolutional neural network for Alzheimer's disease diagnosis using structural MRI,10.1016/j.patcog.2022.109031,extraction_failed,,,,,0,provider_metadata https://linkinghub.elsevier.com/retrieve/pii/S0031320322005118: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S0031320322005118 | provider_metadata https://doi.org/10.1016/j.patcog.2022.109031: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S0031320322005118,https://scholar.google.com/scholar?q=10.1016/j.patcog.2022.109031
10_1007_978_981_15_5546_6_50,Deep Learning-Based Alzheimer Disease Detection,10.1007/978-981-15-5546-6_50,html_text_extracted,provider_metadata,https://link.springer.com/chapter/10.1007/978-981-15-5546-6_50?error=cookies_not_supported&code=05db143a-9634-4456-b690-4627701951f2,,/Users/mariehensche/.cache/ad_lit_pipeline/full_text/texts/10_1007_978_981_15_5546_6_50_63b32ac39c81b92c.txt,10207,,
10_1007_s00500_022_06762_0,RETRACTED ARTICLE: Diagnosis and classification of Alzheimer's disease by using a convolution neural network algorithm,10.1007/s00500-022-06762-0,skipped_not_in_scope,,,,,0,,
10_1042_etls20210249,"Applied machine learning in Alzheimer's disease research: omics, imaging, and clinical data",10.1042/etls20210249,landing_pdf_text_extracted,provider_metadata,http://tony-silva.com/eslefl/miscstudent/downloadpagearticles/ageofalzheimers-nyt.pdf,,/Users/mariehensche/.cache/ad_lit_pipeline/full_text/texts/10_1042_etls20210249_c2e4201bee52b984.txt,6168,,
10_1016_j_cmpb_2020_105765,Influence of medical domain knowledge on deep learning for Alzheimer's disease prediction,10.1016/j.cmpb.2020.105765,landing_pdf_text_extracted,provider_metadata,https://www.alz.org/getmedia/4be8a3fe-b60d-4349-b167-8db03b16e272/alzheimers-facts-and-figures-2019-r.pdf,,/Users/mariehensche/.cache/ad_lit_pipeline/full_text/texts/10_1016_j_cmpb_2020_105765_c440cbe4de25a006.txt,378659,,
10_1109_jerm_2021_3096172,Classification of Alzheimer's Disease Using RF Signals and Machine Learning,10.1109/jerm.2021.3096172,html_text_extracted,provider_metadata,https://www.research.ed.ac.uk/en/publications/classification-of-alzheimers-disease-using-rf-signals-and-machine/,,/Users/mariehensche/.cache/ad_lit_pipeline/full_text/texts/10_1109_jerm_2021_3096172_9e52c9a10e09af69.txt,10450,,
10_1016_j_sab_2020_105931,Diagnosis of Alzheimer's disease using laser-induced breakdown spectroscopy and machine learning,10.1016/j.sab.2020.105931,html_text_extracted,provider_metadata,https://www.osti.gov/biblio/2279717,,/Users/mariehensche/.cache/ad_lit_pipeline/full_text/texts/10_1016_j_sab_2020_105931_bcfa368c8c0c6015.txt,7299,,
