paper_id,title,doi,full_text_status,full_text_source,full_text_url,full_text_license,full_text_text_path,full_text_chars,full_text_error,full_text_manual_lookup_url
10_1016_j_chemosphere_2022_134282,Monitoring microplastics in drinking water: An interlaboratory study to inform effective methods for quantifying and characterizing microplastics,10.1016/j.chemosphere.2022.134282,extraction_failed,,,,,0,provider_metadata https://doi.org/10.1016/j.chemosphere.2022.134282: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S0045653522007755 | core https://api.elsevier.com/content/article/PII:S0045653522007755?httpAccept=text/xml: ValueError: Extracted text too short for full-text tagging (391 chars) from https://api.elsevier.com/content/article/PII:S0045653522007755?httpAccept=text/xml | core https://core.ac.uk/works/233317621: ValueError: Extracted text too short for full-text tagging (785 chars) from https://core.ac.uk/works/233317621/,https://scholar.google.com/scholar?q=10.1016/j.chemosphere.2022.134282
10_1016_j_chemosphere_2021_132587,Conventional and biological treatment for the removal of microplastics from drinking water,10.1016/j.chemosphere.2021.132587,extraction_failed,,,,,0,provider_metadata https://doi.org/10.1016/j.chemosphere.2021.132587: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S0045653521030599 | core http://dx.doi.org/10.1016/j.chemosphere.2021.132587: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S0045653521030599 | core https://core.ac.uk/works/236201681: ValueError: Extracted text too short for full-text tagging (665 chars) from https://core.ac.uk/works/236201681/,https://scholar.google.com/scholar?q=10.1016/j.chemosphere.2021.132587
10_1016_j_chemosphere_2020_126493,Occurrence and identification of microplastics in tap water from China,10.1016/j.chemosphere.2020.126493,extraction_failed,,,,,0,provider_metadata https://doi.org/10.1016/j.chemosphere.2020.126493: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S004565352030686X | core https://api.elsevier.com/content/article/PII:S004565352030686X?httpAccept=text/plain: HTTPError: HTTP Error 400: Bad Request | core https://core.ac.uk/works/247430628: ValueError: Extracted text too short for full-text tagging (536 chars) from https://core.ac.uk/works/247430628/,https://scholar.google.com/scholar?q=10.1016/j.chemosphere.2020.126493
10_3390_ijerph19095283,Occurrence of Microplastics in Tap and Bottled Water: Current Knowledge,10.3390/ijerph19095283,landing_pdf_text_extracted,unpaywall,https://plasticseurope.org/wp-content/uploads/2021/10/2019-Plastics-the-facts.pdf,cc-by,/Users/mariehensche/ad_lit_full_text_cache/texts/10_3390_ijerph19095283_521a29a24823abc0.txt,26160,,
10_1016_j_scitotenv_2022_161274,"Occurrence of microplastics in tap and bottled water, and food packaging: A narrative review on current knowledge",10.1016/j.scitotenv.2022.161274,extraction_failed,,,,,0,provider_metadata https://doi.org/10.1016/j.scitotenv.2022.161274: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S0048969722083784 | core https://api.elsevier.com/content/article/PII:S0048969722083784?httpAccept=text/plain: HTTPError: HTTP Error 400: Bad Request | core https://core.ac.uk/works/230207533: ValueError: Extracted text too short for full-text tagging (652 chars) from https://core.ac.uk/works/230207533/,https://scholar.google.com/scholar?q=10.1016/j.scitotenv.2022.161274
10_1080_00032719_2019_1705476,"Distribution Characteristics and Influencing Factors of Microplastics in Urban Tap Water and Water Sources in Qingdao, China",10.1080/00032719.2019.1705476,extraction_failed,,,,,0,provider_metadata https://doi.org/10.1080/00032719.2019.1705476: HTTPError: HTTP Error 403: Forbidden | core http://dx.doi.org/10.1080/00032719.2019.1705476: HTTPError: HTTP Error 403: Forbidden | core https://core.ac.uk/works/268918944: ValueError: Extracted text too short for full-text tagging (701 chars) from https://core.ac.uk/works/268918944/,https://scholar.google.com/scholar?q=10.1080/00032719.2019.1705476
10_1007_s10661_021_09012_2,"Abundance and characteristics of microplastics in freshwater and treated tap water in Bangkok, Thailand",10.1007/s10661-021-09012-2,html_text_extracted,provider_metadata,https://link.springer.com/article/10.1007/s10661-021-09012-2?error=cookies_not_supported&code=4d72f701-76d5-4957-bdef-98fed5d14bb6,,/Users/mariehensche/ad_lit_full_text_cache/texts/10_1007_s10661_021_09012_2_a69478706b91ce07.txt,17718,,
10_3390_w13152097,A Study of Microplastic Particles in Danish Tap Water,10.3390/w13152097,html_text_extracted,unpaywall,https://pure.au.dk/portal/en/publications/a-study-of-microplastic-particles-in-danish-tap-water/,cc-by,/Users/mariehensche/ad_lit_full_text_cache/texts/10_3390_w13152097_55b312f40588600f.txt,9353,,
10_1007_s11356_021_13220_1,"Microplastics from headwaters to tap water: occurrence and removal in a drinking water treatment plant in Barcelona Metropolitan area (Catalonia, NE Spain)",10.1007/s11356-021-13220-1,html_text_extracted,provider_metadata,https://link.springer.com/article/10.1007/s11356-021-13220-1?error=cookies_not_supported&code=8bdb6942-dc24-42a1-b947-e4a70f775b15,,/Users/mariehensche/ad_lit_full_text_cache/texts/10_1007_s11356_021_13220_1_c5ca821cac168b0a.txt,20083,,
10_1016_j_scitotenv_2023_163866,"Abundance and characteristics of microplastics in drinking water treatment plants, distribution systems, water from refill kiosks, tap waters and bottled waters",10.1016/j.scitotenv.2023.163866,extraction_failed,,,,,0,provider_metadata https://doi.org/10.1016/j.scitotenv.2023.163866: ValueError: Extracted text too short for full-text tagging (11 chars) from https://linkinghub.elsevier.com/retrieve/pii/S0048969723024877,https://scholar.google.com/scholar?q=10.1016/j.scitotenv.2023.163866
